0.32161,0.3989
0.26334,0.38153
0.24258,0.3563
0.20379,0.3285
0.13494,0.29751
0.078939,0.27063
0.025373,0.24691
-0.017652,0.20897
-0.08003,0.16419
-0.15366,0.078618
-0.20323,-0.03693
-0.22055,-0.0969
-0.22901,-0.16331
-0.20723,-0.23062
-0.15182,-0.22603
-0.053914,-0.19562
0.060527,-0.18957
0.15719,-0.11208
0.27145,-0.038682
0.39112,0.028154
0.48902,0.1105
0.56545,0.15703
0.6252,0.19398
0.66351,0.2371
0.64137,0.25841
0.6305,0.27215
0.58484,0.32086
0.52072,0.35461
0.45153,0.38569
0.39537,0.37533
0.34868,0.35186
0.32122,0.32374
0.26169,0.30052
0.23425,0.25951
0.23292,0.24198
0.1946,0.21986
0.15863,0.19174
0.14482,0.14697
0.14137,0.098362
0.12278,0.048155
0.098645,0.0027938
0.050757,-0.063596
0.016874,-0.12196
-0.037113,-0.14186
-0.086547,-0.17095
-0.10943,-0.22682
-0.1183,-0.21642
-0.10341,-0.21022
-0.074004,-0.21548
-0.029294,-0.1699
0.025497,-0.098626
0.10864,-0.022263
0.18407,0.085861
0.2321,0.17255
0.24839,0.24956
0.23167,0.30697
0.17208,0.33673
0.096613,0.34325
0.0088546,0.33521
-0.06394,0.32723
-0.12175,0.30555
-0.19613,0.27391
-0.23164,0.2233
-0.2658,0.16036
-0.30648,0.085281
-0.31675,0.027379
-0.31696,-0.043769
-0.32507,-0.10587
-0.32885,-0.13624
-0.3283,-0.13362
-0.30882,-0.12818
-0.28519,-0.10531
-0.28925,-0.074467
-0.26845,-0.08555
-0.23771,-0.13435
-0.24449,-0.14129
-0.24336,-0.15727
-0.21601,-0.18211
-0.20611,-0.15557
-0.20832,-0.15086
-0.22665,-0.14016
-0.22326,-0.12071
-0.20554,-0.09669
-0.18036,-0.016441
-0.15054,0.074189
-0.10157,0.11972
-0.087172,0.17344
-0.11327,0.17325
-0.11579,0.13105
-0.10594,0.06092
-0.14118,-0.050837
-0.11752,-0.14751
-0.066252,-0.218
-0.030173,-0.31255
0.024333,-0.36893
