0.1775,0.16892
0.14565,0.11383
0.11148,0.039719
0.083507,-0.047345
0.04059,-0.099463
0.016672,-0.12415
-0.0088302,-0.11269
-0.026668,-0.13429
-0.049144,-0.12968
-0.070003,-0.11176
-0.10426,-0.12942
-0.15162,-0.18082
-0.18578,-0.21038
-0.19884,-0.20602
-0.18574,-0.19484
-0.14083,-0.14597
-0.064975,-0.056857
0.013055,0.036469
0.064574,0.077159
0.074949,0.11396
0.086705,0.1135
0.074612,0.13912
0.073443,0.17221
0.096023,0.20915
0.13239,0.21069
0.13383,0.21145
0.11927,0.15606
0.087737,0.083533
0.034471,-0.0039188
-0.025839,-0.03435
-0.048527,-0.061548
-0.050923,-0.066378
-0.073391,-0.036931
-0.071828,-0.0084504
-0.070003,-0.018403
-0.090935,-0.045998
-0.12417,-0.095583
-0.1533,-0.16946
-0.18029,-0.19645
-0.17525,-0.1947
-0.14512,-0.12882
-0.071315,-0.029822
0.01126,0.075916
0.085738,0.1329
0.12735,0.17021
0.13421,0.15637
0.1318,0.13928
0.14191,0.11607
0.13775,0.13359
0.14024,0.13859
0.14847,0.13221
0.12273,0.10003
0.082389,0.056007
0.04652,-0.020953
0.026706,-0.090171
0.010082,-0.1258
-0.0069053,-0.14013
-0.0062925,-0.11998
-0.019646,-0.097957
-0.041164,-0.093058
-0.097275,-0.1272
-0.1595,-0.17435
-0.20327,-0.24711
-0.21591,-0.27584
-0.20871,-0.24431
-0.13514,-0.15671
-0.028985,-0.048419
0.039533,0.075182
0.067543,0.14048
0.062774,0.15313
0.057837,0.14211
0.049952,0.14645
0.059451,0.15365
0.099851,0.19148
0.14544,0.23957
0.15188,0.25262
0.1255,0.20416
0.092652,0.13616
0.06157,0.051009
0.025489,0.0010401
0.00026327,-0.0241
-0.011571,-0.017824
-0.026258,-0.0043504
-0.03864,0.00246
-0.070206,-0.033016
-0.1117,-0.094474
-0.13932,-0.17443
-0.16563,-0.23417
-0.18975,-0.25625
-0.16765,-0.2503
-0.12575,-0.17482
-0.072221,-0.065458
-0.018118,0.033517
0.033987,0.10024
0.07179,0.13001
0.09163,0.12264
0.10301,0.11563
0.13112,0.10762
0.13607,0.11629
0.13379,0.14986
0.14062,0.1563
0.13355,0.11145
0.11037,0.060896
0.086118,0.009866
0.063361,-0.04006
0.029387,-0.075618
0.0047474,-0.072882
-0.029382,-0.061734
-0.046823,-0.08346
-0.071483,-0.11913
-0.093429,-0.16635
-0.13603,-0.21131
-0.16052,-0.25748
-0.17316,-0.26719
-0.18348,-0.22395
-0.16623,-0.12357
-0.11475,-0.02183
-0.062183,0.07027
0.0065299,0.15051
0.054781,0.17963
0.076308,0.16554
0.091781,0.15857
0.10728,0.17807
0.083753,0.18868
0.098695,0.20664
0.12099,0.21824
0.10764,0.19913
0.092506,0.14709
0.090244,0.10878
0.076908,0.060417
0.039019,0.0067974
0.0071816,-0.045679
-0.023085,-0.067957
-0.051022,-0.099916
-0.070935,-0.12352
-0.082432,-0.14112
-0.082795,-0.17211
-0.10749,-0.20651
-0.13579,-0.22261
-0.16315,-0.22595
-0.16785,-0.18581
-0.12437,-0.096493
-0.047427,-0.0067198
0.039688,0.075799
0.094603,0.1317
0.12834,0.14452
0.11295,0.11599
0.095704,0.10337
0.086312,0.091409
0.10011,0.10693
0.12296,0.11869
0.13156,0.14007
0.12855,0.10915
0.10756,0.079808
0.074422,0.019205
0.018472,-0.04312
-0.024596,-0.098703
-0.046823,-0.11843
-0.055113,-0.12907
-0.059464,-0.12321
-0.061798,-0.12588
-0.079053,-0.14561
-0.11857,-0.1647
-0.17057,-0.19386
-0.21164,-0.19616
-0.20704,-0.14829
-0.1417,-0.060059
-0.08059,0.043435
0.0017997,0.14493
0.064172,0.19122
0.092575,0.20732
0.082519,0.19556
0.10431,0.16881
0.099338,0.14318
0.11043,0.17382
0.13008,0.19133
0.13037,0.19629
0.10008,0.1792
0.08652,0.15358
0.059338,0.070741
0.019029,-0.010617
-0.0042338,-0.084431
-0.0059559,-0.1337
-0.017324,-0.15871
-0.025217,-0.16243
-0.030565,-0.15327
-0.063788,-0.16723
-0.11939,-0.19068
-0.1814,-0.23122
-0.20653,-0.25222
-0.21517,-0.23673
-0.17019,-0.1514
-0.086545,-0.054436
0.0037505,0.04873
0.061803,0.12283
0.11402,0.14418
0.11771,0.10762
0.11614,0.086343
0.10984,0.081815
0.10938,0.11199
0.11396,0.16023
0.12963,0.21031
0.099446,0.20607
0.09112,0.16613
0.079351,0.091936
0.053849,-0.0067586
0.029119,-0.08598
0.025921,-0.13706
0.011519,-0.15089
-0.017246,-0.12173
-0.052683,-0.097931
-0.095462,-0.10286
-0.14099,-0.099256
-0.17942,-0.12284
-0.19451,-0.16029
-0.19048,-0.15868
-0.15,-0.095626
-0.088755,-0.030017
-0.019533,0.051937
0.031942,0.12077
0.080659,0.16341
0.091729,0.15582
0.11191,0.1563
0.10354,0.1646
0.1115,0.16634
0.10742,0.183
0.10783,0.19193
0.077413,0.16612
0.065018,0.10684
0.046892,0.043577
0.035761,-0.030806
0.01858,-0.1032
0.012175,-0.17035
-0.00099264,-0.17127
-0.014052,-0.15217
-0.04895,-0.13368
-0.091979,-0.13425
-0.13283,-0.13153
-0.18313,-0.17154
-0.22534,-0.21302
-0.2267,-0.22501
-0.18008,-0.1647
-0.11706,-0.074789
-0.021316,0.013819
0.063503,0.087327
0.12965,0.13328
0.14373,0.13929
0.14354,0.12517
0.13127,0.1426
0.11923,0.17934
0.10269,0.21892
0.10427,0.22865
0.099748,0.21013
0.10042,0.13674
0.10554,0.050323
0.11314,-0.049848
0.099808,-0.11336
0.064746,-0.14752
0.020569,-0.13102
-0.022943,-0.096196
-0.073067,-0.05214
-0.11823,-0.057301
-0.15498,-0.080102
-0.18848,-0.13798
-0.22043,-0.19423
-0.23219,-0.2129
-0.19412,-0.16903
-0.11718,-0.10475
-0.04138,-0.0021968
0.042226,0.098587
0.093153,0.15906
0.096122,0.19159
